il,fiyat(TRY),marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,cekisTipi,takasUygunluk,saticiTuru,hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı,fiyat_temiz,km_temiz,yil_temiz,motor_gucu_temiz,motor_hacmi_temiz,arac_yasi,km_per_yas,hasar_skoru,log_fiyat,marka_populerlik,marka_populerlik_log
İstanbul,260.000 TL,Volkswagen,Polo,1.6 Classic,243.000 km,1997.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,4.600,0,0,11,2,0,260000,243000.0,1997.0,100.0,1499.0,27.0,9000.0,28.0,12.468440756144114,809,6.697034247666484
Kütahya,445.000 TL,Volkswagen,Polo,1.4 Trendline,220.000 km,2006.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,1.241,0,0,0,0,13,445000,220000.0,2006.0,80.0,1390.0,18.0,12222.222222222223,0.0,13.005831808336863,809,6.697034247666484
Aydın,470.000 TL,Volkswagen,Polo,1.2 TDi Trendline,266.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Bilinmiyor,Takasa Uygun Değil,Bilinmiyor,7.000,3,0,8,2,0,470000,266000.0,2012.0,100.0,1499.0,12.0,22166.666666666668,22.0,13.060490101343552,809,6.697034247666484
Niğde,750.000 TL,Volkswagen,Polo,1.4 Comfortline,123.000 km,2012.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,750000,123000.0,2012.0,85.0,1390.0,12.0,10250.0,0.0,13.527829818844937,809,6.697034247666484
İstanbul,730.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,233.000 km,2011.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,10.000,0,3,2,0,8,730000,233000.0,2011.0,105.0,1598.0,13.0,17923.076923076922,7.0,13.500801182986649,809,6.697034247666484
Kocaeli,750.000 TL,Volkswagen,Polo,1.2 TSi Comfortline,243.000 km,2015.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,10.000,9,0,3,1,0,750000,243000.0,2015.0,90.0,1197.0,9.0,27000.0,9.0,13.527829818844937,809,6.697034247666484
Adana,510.000 TL,Volkswagen,Polo,1.4 TDi Trendline,157.000 km,2007.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,11,0,1,1,0,510000,157000.0,2007.0,70.0,1422.0,17.0,9235.29411764706,5.0,13.1421679654829,809,6.697034247666484
Ankara,699.999 TL,Volkswagen,Polo,1.6 TDi Comfortline,200.000 km,2013.0,Yarı Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı belirtilmemiş,0,2,0,1,10,699999,200000.0,2013.0,90.0,1598.0,11.0,18181.81818181818,5.0,13.458835614025542,809,6.697034247666484
Ankara,280.000 TL,Volkswagen,Polo,1.6 Classic,243.200 km,1998.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,280000,243200.0,1998.0,100.0,1595.0,26.0,9353.846153846154,0.0,12.54254845357358,809,6.697034247666484
Karabük,350.000 TL,Volkswagen,Golf,1.6 Comfortline,318.000 km,1998.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Bilinmiyor,Takasa Uygun Değil,Bilinmiyor,3.382,0,0,0,1,12,350000,318000.0,1998.0,100.0,1499.0,26.0,12230.76923076923,3.0,12.765691290604371,809,6.697034247666484
Sakarya,507.000 TL,Volkswagen,Jetta,1.6 Tour,292.000 km,2009.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,7.000,11,1,0,1,0,507000,292000.0,2009.0,102.0,1595.0,15.0,19466.666666666668,4.0,13.136268254957963,809,6.697034247666484
Malatya,760.000 TL,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,185.000 km,2011.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,5.500,9,1,0,3,0,760000,185000.0,2011.0,122.0,1390.0,13.0,14230.76923076923,10.0,13.541075028051122,809,6.697034247666484
Mersin,595.000 TL,Volkswagen,Golf,1.6 Primeline,156.300 km,2008.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,832,0,0,1,0,12,595000,156300.0,2008.0,102.0,1595.0,16.0,9768.75,2.0,13.296318365198623,809,6.697034247666484
İstanbul,629.000 TL,Volkswagen,Polo,1.4 Comfortline,112.000 km,2009.0,Otomatik,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,tutarı yok,12,1,0,0,0,629000,112000.0,2009.0,80.0,1390.0,15.0,7466.666666666667,1.0,13.351888125506433,809,6.697034247666484
Diyarbakır,230.000 TL,Volkswagen,Polo,1.6 Classic,262.000 km,1997.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,11,0,2,230000,262000.0,1997.0,100.0,1595.0,27.0,9703.703703703704,22.0,12.345838935721968,809,6.697034247666484
Afyonkarahisar,750.000 TL,Volkswagen,Passat,1.4 TSi Comfortline,289.000 km,2013.0,Düz,Benzin,Sedan,Bilinmiyor,Bilinmiyor,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,750000,289000.0,2013.0,100.0,1499.0,11.0,26272.727272727272,0.0,13.527829818844937,809,6.697034247666484
Ankara,520.000 TL,Volkswagen,Polo,1.2 TDi Trendline,198.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı belirtilmemiş,0,1,3,2,7,520000,198000.0,2013.0,75.0,1199.0,11.0,18000.0,13.0,13.161586013632684,809,6.697034247666484
Adana,550.000 TL,Volkswagen,Polo,1.4 Comfortline,170.100 km,2011.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,0,0,2,1,10,550000,170100.0,2011.0,80.0,1390.0,13.0,13084.615384615385,7.0,13.217675375388819,809,6.697034247666484
Van,650.000 TL,Volkswagen,Polo,1.4 Comfortline,194.500 km,2014.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,13,0,0,0,0,650000,194500.0,2014.0,85.0,1390.0,10.0,19450.0,0.0,13.384729180332174,809,6.697034247666484
Tokat,250.000 TL,Volkswagen,Polo,1.6 Classic,290.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,0,0,13,250000,290000.0,2000.0,100.0,1595.0,24.0,12083.333333333334,0.0,12.429220196836383,809,6.697034247666484
Van,570.000 TL,Volkswagen,Golf,1.4 TSi Trendline,216.000 km,2012.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,2.751,0,1,1,1,10,570000,216000.0,2012.0,122.0,1390.0,12.0,18000.0,6.0,13.25339339419516,809,6.697034247666484
Şanlıurfa,600.000 TL,Volkswagen,Passat,1.6 Trendline,295.000 km,2010.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,10.000,0,0,4,1,8,600000,295000.0,2010.0,102.0,1595.0,14.0,21071.428571428572,11.0,13.304686600863562,809,6.697034247666484
Muğla,750.000 TL,Volkswagen,VW CC,2.0 TFSi,350.000 km,2010.0,Yarı Otomatik,Benzin,Bilinmiyor,Gri,Bilinmiyor,Bilinmiyor,Bilinmiyor,tutarı yok,0,0,1,0,12,750000,350000.0,2010.0,100.0,1499.0,14.0,25000.0,2.0,13.527829818844937,809,6.697034247666484
İstanbul,650.000 TL,Volkswagen,Jetta,1.2 TSi Trendline,176.000 km,2012.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,0,0,2,2,9,650000,176000.0,2012.0,105.0,1197.0,12.0,14666.666666666666,10.0,13.384729180332174,809,6.697034247666484
İstanbul,570.000 TL,Volkswagen,Jetta,1.6 Primeline,227.000 km,2010.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,5,0,5,3,0,570000,227000.0,2010.0,102.0,1595.0,14.0,16214.285714285714,19.0,13.25339339419516,809,6.697034247666484
İstanbul,380.000 TL,Volkswagen,Polo,1.4 Trendline,410.000 km,2006.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,5,1,0,7,380000,410000.0,2006.0,75.0,1390.0,18.0,22777.777777777777,7.0,12.847929163278053,809,6.697034247666484
Bursa,585.000 TL,Volkswagen,Polo,1.0 Trendline,165.000 km,2015.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,5,0,8,585000,165000.0,2015.0,75.0,999.0,9.0,18333.333333333332,10.0,13.279368835614243,809,6.697034247666484
Bursa,695.000 TL,Volkswagen,Polo,1.2 TSi Comfortline,68.000 km,2017.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,1,0,2,10,695000,68000.0,2017.0,90.0,1197.0,7.0,9714.285714285714,7.0,13.451668563394815,809,6.697034247666484
Amasya,420.000 TL,Volkswagen,Polo,1.4 Trendline,250.000 km,2006.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,9,0,4,0,0,420000,250000.0,2006.0,80.0,1390.0,18.0,13888.888888888889,8.0,12.948012371209098,809,6.697034247666484
İstanbul,275.000 TL,Volkswagen,Polo,1.4,210.000 km,1996.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,13,0,0,0,0,275000,210000.0,1996.0,60.0,1390.0,28.0,7500.0,0.0,12.524530013005734,809,6.697034247666484
Afyonkarahisar,308.000 TL,Volkswagen,Golf,1.6 Comfortline,287.000 km,1999.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,3.250,0,0,0,1,12,308000,287000.0,1999.0,101.0,1595.0,25.0,11480.0,3.0,12.637858308703688,809,6.697034247666484
Adana,395.000 TL,Volkswagen,Bora,1.6 Comfortline,299.000 km,2004.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,15.000,0,0,13,0,0,395000,299000.0,2004.0,102.0,1595.0,20.0,14950.0,26.0,12.886643575525625,809,6.697034247666484
Ankara,335.000 TL,Volkswagen,Polo,1.6,216.000 km,1997.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,9,4,0,0,0,335000,216000.0,1997.0,75.0,1598.0,27.0,8000.0,4.0,12.721888795877375,809,6.697034247666484
Antalya,525.000 TL,Volkswagen,Polo,1.2 TDi BlueMotion,255.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,1.300,0,1,2,2,8,525000,255000.0,2012.0,75.0,1199.0,12.0,21250.0,11.0,13.171155446333852,809,6.697034247666484
Mersin,575.000 TL,Volkswagen,Golf,1.6 TDi Trendline,185.000 km,2012.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,6.500,0,1,3,2,7,575000,185000.0,2012.0,90.0,1598.0,12.0,15416.666666666666,13.0,13.26212705890841,809,6.697034247666484
Ankara,370.000 TL,Volkswagen,Passat,1.8 T Comfortline,450.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı belirtilmemiş,0,0,0,0,13,370000,450000.0,2000.0,150.0,1781.0,24.0,18750.0,0.0,12.821260987319457,809,6.697034247666484
Mersin,735.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,216.400 km,2013.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,2.500,7,0,5,1,0,735000,216400.0,2013.0,105.0,1598.0,11.0,19672.727272727272,13.0,13.507627138738266,809,6.697034247666484
Kocaeli,949.000 TL,Volkswagen,Polo,1.2 TSi Comfortline,48.000 km,2016.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,13,0,0,0,0,949000,48000.0,2016.0,90.0,1197.0,8.0,6000.0,0.0,13.76316513133229,809,6.697034247666484
Siirt,560.000 TL,Volkswagen,Golf,1.4 TSi Trendline,225.000 km,2010.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,2,0,7,2,2,560000,225000.0,2010.0,122.0,1390.0,14.0,16071.42857142857,20.0,13.235693848424024,809,6.697034247666484
Manisa,695.000 TL,Volkswagen,Polo,1.4 Comfortline,104.000 km,2012.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı belirtilmemiş,11,2,0,0,0,695000,104000.0,2012.0,85.0,1390.0,12.0,8666.666666666666,2.0,13.451668563394815,809,6.697034247666484
Hatay,369.900 TL,Volkswagen,Bora,1.6 Highline,285.000 km,2004.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,500,6,0,6,1,0,369900,285000.0,2004.0,102.0,1595.0,20.0,14250.0,15.0,12.820990681250251,809,6.697034247666484
Hatay,660.000 TL,Volkswagen,Jetta,1.6 TDi Comfortline,236.000 km,2012.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,4,0,2,7,660000,236000.0,2012.0,105.0,1598.0,12.0,19666.666666666668,10.0,13.399996629152975,809,6.697034247666484
Kastamonu,725.000 TL,Volkswagen,Golf,1.4 TSi Comfortline,230.000 km,2011.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,4,0,9,725000,230000.0,2011.0,122.0,1390.0,13.0,17692.30769230769,8.0,13.493928313146206,809,6.697034247666484
İstanbul,260.000 TL,Volkswagen,Polo,1.6,204.000 km,2000.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,12,1,0,260000,204000.0,2000.0,75.0,1598.0,24.0,8500.0,27.0,12.468440756144114,809,6.697034247666484
Hatay,515.000 TL,Volkswagen,Jetta,1.6 TDi Trendline,475.000 km,2012.0,Düz,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,1,0,12,515000,475000.0,2012.0,105.0,1598.0,12.0,39583.333333333336,2.0,13.151924121391561,809,6.697034247666484
Mersin,555.000 TL,Volkswagen,Bora,1.6 Pacific,119.000 km,2005.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,13,0,0,0,0,555000,119000.0,2005.0,105.0,1595.0,19.0,6263.1578947368425,0.0,13.22672519452875,809,6.697034247666484
Ankara,1.469.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,195.000 km,2016.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,13,0,0,0,0,1469000,195000.0,2016.0,120.0,1598.0,8.0,24375.0,0.0,14.200093135890977,809,6.697034247666484
İstanbul,745.000 TL,Volkswagen,Polo,1.4 TDi Comfortline,145.700 km,2016.0,Yarı Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,16.000,5,3,3,2,0,745000,145700.0,2016.0,90.0,1422.0,8.0,18212.5,15.0,13.521140839642674,809,6.697034247666484
Hatay,850.000 TL,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,143.000 km,2014.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,tutarı yok,13,0,0,0,0,850000,143000.0,2014.0,122.0,1390.0,10.0,14300.0,0.0,13.652992804936396,809,6.697034247666484
Malatya,455.000 TL,Volkswagen,Golf,1.6 FSi Midline,248.000 km,2006.0,Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,18.000,0,0,12,0,1,455000,248000.0,2006.0,102.0,1595.0,18.0,13777.777777777777,24.0,13.02805489573287,809,6.697034247666484
Kırklareli,600.000 TL,Volkswagen,Passat,1.6 FSi Comfortline,214.000 km,2007.0,Otomatik,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,0,0,13,600000,214000.0,2007.0,115.0,1598.0,17.0,12588.235294117647,0.0,13.304686600863562,809,6.697034247666484
İzmir,440.000 TL,Volkswagen,Golf,1.6 FSi Goal,237.000 km,2006.0,Otomatik,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,8.000,0,2,4,1,6,440000,237000.0,2006.0,115.0,1598.0,18.0,13166.666666666666,13.0,12.994532278619134,809,6.697034247666484
İstanbul,695.000 TL,Volkswagen,Polo,1.0 Trendline,104.000 km,2016.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,25.000,0,0,1,1,11,695000,104000.0,2016.0,75.0,999.0,8.0,13000.0,5.0,13.451668563394815,809,6.697034247666484
Konya,660.000 TL,Volkswagen,Passat,2.0 TDi Highline,330.000 km,2008.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,0,13,660000,330000.0,2008.0,170.0,1968.0,16.0,20625.0,0.0,13.399996629152975,809,6.697034247666484
İstanbul,915.000 TL,Volkswagen,Golf,1.4 TSi Comfortline,184.000 km,2015.0,Yarı Otomatik,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,20.000,0,0,6,2,5,915000,184000.0,2015.0,122.0,1395.0,9.0,20444.444444444445,18.0,13.726680437153236,809,6.697034247666484
İstanbul,930.000 TL,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,133.000 km,2015.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,13,0,0,0,0,930000,133000.0,2015.0,110.0,1598.0,9.0,14777.777777777777,0.0,13.742940940397677,809,6.697034247666484
Mersin,1.090.000 TL,Volkswagen,Golf,1.4 TSi Highline,113.000 km,2016.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı yok,13,0,0,0,0,1090000,113000.0,2016.0,125.0,1395.0,8.0,14125.0,0.0,13.901689171636098,809,6.697034247666484
İstanbul,359.000 TL,Volkswagen,Polo,1.4 TDi Trendline,223.000 km,2007.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,2,1,10,359000,223000.0,2007.0,70.0,1422.0,17.0,13117.64705882353,7.0,12.791080452981857,809,6.697034247666484
Muş,1.480.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Business,162.000 km,2019.0,Otomatik,Dizel,Sedan,Bilinmiyor,Bilinmiyor,Bilinmiyor,Sahibinden,Bilinmiyor,12,0,1,0,0,1480000,162000.0,2019.0,100.0,1499.0,5.0,32400.0,2.0,14.207553321415745,809,6.697034247666484
Bursa,1.090.000 TL,Volkswagen,Golf,1.4 TSi Highline,100.500 km,2016.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,60.000,0,0,0,1,12,1090000,100500.0,2016.0,100.0,1300.5,8.0,12562.5,3.0,13.901689171636098,809,6.697034247666484
İstanbul,545.000 TL,Volkswagen,Polo,1.6 TDi Comfortline,213.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,14.000,3,0,5,5,0,545000,213000.0,2013.0,90.0,1598.0,11.0,19363.636363636364,25.0,13.208542908506082,809,6.697034247666484
Bursa,770.000 TL,Volkswagen,Polo,1.4 Comfortline,126.000 km,2011.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı yok,0,1,2,0,10,770000,126000.0,2011.0,85.0,1390.0,13.0,9692.307692307691,5.0,13.554147092530322,809,6.697034247666484
Konya,835.000 TL,Volkswagen,Jetta,1.6 TDi Trendline,195.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,0,0,0,13,835000,195000.0,2015.0,105.0,1598.0,9.0,21666.666666666668,0.0,13.635188201437066,809,6.697034247666484
İstanbul,1.745.000 TL,Volkswagen,Passat,1.5 TSi Business,56.000 km,2022.0,Yarı Otomatik,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,tutarı belirtilmemiş,0,0,0,0,13,1745000,56000.0,2022.0,150.0,1498.0,2.0,28000.0,0.0,14.372265686684402,809,6.697034247666484
Tekirdağ,715.000 TL,Volkswagen,Golf,1.4 TSi Comfortline,185.000 km,2011.0,Yarı Otomatik,Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,6.000,0,0,2,2,9,715000,185000.0,2011.0,122.0,1390.0,13.0,14230.76923076923,10.0,13.480039220276565,809,6.697034247666484
Bitlis,530.000 TL,Volkswagen,Jetta,1.6 TDi Trendline,291.000 km,2012.0,Yarı Otomatik,Dizel,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,3,0,5,3,2,530000,291000.0,2012.0,105.0,1598.0,12.0,24250.0,19.0,13.180634172318978,809,6.697034247666484
Konya,480.000 TL,Volkswagen,Golf,1.6 Comfortline,310.000 km,2003.0,Otomatik,LPG & Benzin,Hatchback/3,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,0,13,480000,310000.0,2003.0,102.0,1595.0,21.0,14761.904761904761,0.0,13.081543466215237,809,6.697034247666484
Konya,670.000 TL,Volkswagen,Jetta,1.6 Exclusive,410.000 km,2010.0,Otomatik,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,0,13,670000,410000.0,2010.0,102.0,1595.0,14.0,29285.714285714286,0.0,13.415034483903348,809,6.697034247666484
Konya,520.000 TL,Volkswagen,Golf,1.6 Highline,350.000 km,2000.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,0,13,520000,350000.0,2000.0,101.0,1595.0,24.0,14583.333333333334,0.0,13.161586013632684,809,6.697034247666484
Gaziantep,480.000 TL,Volkswagen,Jetta,1.6 FSi Midline,282.000 km,2006.0,Düz,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,18.000,0,0,3,4,6,480000,282000.0,2006.0,115.0,1598.0,18.0,15666.666666666666,18.0,13.081543466215237,809,6.697034247666484
Kütahya,1.635.000 TL,Volkswagen,Golf,1.0 eTSI Style,29.000 km,2021.0,Otomatik,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1635000,29000.0,2021.0,113.0,1200.0,3.0,9666.666666666666,0.0,14.3071539739341,809,6.697034247666484
Bursa,215.000 TL,Volkswagen,Polo,1.6 Classic,395.000 km,1999.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,tutarı belirtilmemiş,0,0,13,0,0,215000,395000.0,1999.0,100.0,1595.0,25.0,15800.0,26.0,12.278397958261774,809,6.697034247666484
Kilis,1.340.000 TL,Volkswagen,Passat,1.5 TSi Business,142.000 km,2022.0,Yarı Otomatik,Benzin,Sedan,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,0,4,1,1,7,1340000,142000.0,2022.0,150.0,1498.0,2.0,71000.0,9.0,14.108180918195472,809,6.697034247666484
Bursa,668.000 TL,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,350.000 km,2013.0,Düz,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,5,0,8,668000,350000.0,2013.0,90.0,1598.0,11.0,31818.18181818182,10.0,13.41204494952365,809,6.697034247666484
İstanbul,475.000 TL,Volkswagen,Polo,1.4 Comfortline,283.000 km,2011.0,Düz,Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,45.000,8,1,2,2,0,475000,283000.0,2011.0,85.0,1390.0,13.0,21769.23076923077,11.0,13.07107218827772,809,6.697034247666484
Çorum,280.000 TL,Volkswagen,Polo,1.6,235.000 km,1999.0,Düz,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,0,0,2,11,280000,235000.0,1999.0,75.0,1598.0,25.0,9400.0,6.0,12.54254845357358,809,6.697034247666484
Kocaeli,440.000 TL,Volkswagen,Bora,1.6 Comfortline,209.000 km,2000.0,Düz,LPG & Benzin,Sedan,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,0,0,0,0,13,440000,209000.0,2000.0,105.0,1595.0,24.0,8708.333333333334,0.0,12.994532278619134,809,6.697034247666484
Konya,435.000 TL,Volkswagen,Polo,1.4 Trendline,294.000 km,2005.0,Otomatik,LPG & Benzin,Hatchback/5,Bilinmiyor,Önden Çekiş,Bilinmiyor,Bilinmiyor,130.000,8,0,3,2,0,435000,294000.0,2005.0,75.0,1390.0,19.0,15473.684210526315,12.0,12.983103608918753,809,6.697034247666484
Adıyaman,955.000 TL,Volkswagen,Polo,1.6 TDi Comfortline,124.000 km,2019.0,Yarı Otomatik,Dizel,Hatchback/5,Bilinmiyor,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,5.000,0,0,2,0,11,955000,124000.0,2019.0,95.0,1598.0,5.0,24800.0,4.0,13.769467666582738,809,6.697034247666484
